orderNumber,productCode,quantityOrdered,priceEach,orderLineNumber,orderDate,requiredDate,shippedDate,status,comments,customerNumber,customerName,contactLastName,contactFirstName,phone,addressLine1,addressLine2,city,state,postalCode,country,salesRepEmployeeNumber,creditLimit,productName,productLine,productScale,productVendor,productDescription,quantityInStock,buyPrice,MSRP
10230,S24_4048,45,99.36,5,2004-03-15,2004-03-24,2004-03-20,Shipped,Customer very concerned about the exact color of the models. There is high risk that he may dispute the order because there is a slight color mismatch,128,"Blauer See Auto, Co.",Keitel,Roland,+49 69 66 90 2555,Lyonerstr. 34,,Frankfurt,,60528,Germany,1504.0,59700,*,Vintage Cars,1:32,Autoart Studio Design,*,20.0,26.267688619807817,50.2245273877395
10230,S32_3207,46,59.03,4,2004-03-15,2004-03-24,2004-03-20,Shipped,Customer very concerned about the exact color of the models. There is high risk that he may dispute the order because there is a slight color mismatch,128,"Blauer See Auto, Co.",Keitel,Roland,+49 69 66 90 2555,Lyonerstr. 34,,Frankfurt,,60528,Germany,1504.0,59700,*,Vintage Cars,1:18,Min Lin Diecast,*,9770.0,44.586769428031,68.96250962315315
10230,S50_1392,34,100.7,7,2004-03-15,2004-03-24,2004-03-20,Shipped,Customer very concerned about the exact color of the models. There is high risk that he may dispute the order because there is a slight color mismatch,128,"Blauer See Auto, Co.",Keitel,Roland,+49 69 66 90 2555,Lyonerstr. 34,,Frankfurt,,60528,Germany,1504.0,59700,*,Trucks and Buses,1:10,Motor City Art Classics,*,4732.0,102.75278077898152,210.96654390762424
10230,S50_1514,43,57.41,2,2004-03-15,2004-03-24,2004-03-20,Shipped,Customer very concerned about the exact color of the models. There is high risk that he may dispute the order because there is a slight color mismatch,128,"Blauer See Auto, Co.",Keitel,Roland,+49 69 66 90 2555,Lyonerstr. 34,,Frankfurt,,60528,Germany,1504.0,59700,*,Vintage Cars,1:18,Studio M Art Models,*,6505.0,22.385539638103182,45.47422337466433
10231,S12_1108,42,193.25,2,2004-03-19,2004-03-26,2004-03-25,Shipped,,344,CAF Imports,Fernandez,Jesus,+34 913 728 555,Merchants House,27-30 Merchant's Quay,Madrid,,28023,Spain,1702.0,59600,*,Vintage Cars,1:18,Studio M Art Models,*,9444.0,16.186669156448907,34.79863608943764
10231,S12_3891,49,147.07,1,2004-03-19,2004-03-26,2004-03-25,Shipped,,344,CAF Imports,Fernandez,Jesus,+34 913 728 555,Merchants House,27-30 Merchant's Quay,Madrid,,28023,Spain,1702.0,59600,*,Classic Cars,1:18,Min Lin Diecast,*,9695.0,91.1760384427472,148.6503437158039
10232,S18_3140,22,133.86,6,2004-03-20,2004-03-30,2004-03-25,Shipped,,240,giftsbymail.co.uk,Bennett,Helen ,(198) 555-8888,Garden House,Crowther Way 23,Cowes,Isle of Wight,PO31 7PJ,UK,1501.0,93900,*,Trucks and Buses,1:10,Motor City Art Classics,*,1898.0,102.36510595569348,194.310332212476
10232,S18_3259,48,97.81,8,2004-03-20,2004-03-30,2004-03-25,Shipped,,240,giftsbymail.co.uk,Bennett,Helen ,(198) 555-8888,Garden House,Crowther Way 23,Cowes,Isle of Wight,PO31 7PJ,UK,1501.0,93900,*,Trucks and Buses,1:12,Red Start Diecast,*,148.0,99.38581889454464,208.44195514880167
10232,S18_4522,23,78.12,5,2004-03-20,2004-03-30,2004-03-25,Shipped,,240,giftsbymail.co.uk,Bennett,Helen ,(198) 555-8888,Garden House,Crowther Way 23,Cowes,Isle of Wight,PO31 7PJ,UK,1501.0,93900,*,Trucks and Buses,1:32,Classic Metal Creations,*,22.0,33.3,56.26010797028922
10232,S24_2011,46,113.06,4,2004-03-20,2004-03-30,2004-03-25,Shipped,,240,giftsbymail.co.uk,Bennett,Helen ,(198) 555-8888,Garden House,Crowther Way 23,Cowes,Isle of Wight,PO31 7PJ,UK,1501.0,93900,*,Classic Cars,1:18,Gearbox Collectibles,*,9764.0,89.4251199730417,170.25998549699517
10232,S700_1938,26,84.88,7,2004-03-20,2004-03-30,2004-03-25,Shipped,,240,giftsbymail.co.uk,Bennett,Helen ,(198) 555-8888,Garden House,Crowther Way 23,Cowes,Isle of Wight,PO31 7PJ,UK,1501.0,93900,*,Trucks and Buses,1:12,Red Start Diecast,*,1639.0,102.32309568100568,212.143631487222
10232,S700_3505,48,86.15,1,2004-03-20,2004-03-30,2004-03-25,Shipped,,240,giftsbymail.co.uk,Bennett,Helen ,(198) 555-8888,Garden House,Crowther Way 23,Cowes,Isle of Wight,PO31 7PJ,UK,1501.0,93900,,,,,,,,
10232,S700_3962,35,81.43,2,2004-03-20,2004-03-30,2004-03-25,Shipped,,240,giftsbymail.co.uk,Bennett,Helen ,(198) 555-8888,Garden House,Crowther Way 23,Cowes,Isle of Wight,PO31 7PJ,UK,1501.0,93900,,,,,,,,
10232,S72_3212,24,48.59,3,2004-03-20,2004-03-30,2004-03-25,Shipped,,240,giftsbymail.co.uk,Bennett,Helen ,(198) 555-8888,Garden House,Crowther Way 23,Cowes,Isle of Wight,PO31 7PJ,UK,1501.0,93900,,,,,,,,
10233,S24_3151,40,70.81,2,2004-03-29,2004-04-04,2004-04-02,Shipped,Customer requested special shippment. The instructions were passed along to the warehouse,328,Tekni Collectables Inc.,Brown,William,2015559350,7476 Moss Rd.,,Newark,NJ,94019,USA,1323.0,43000,*,Classic Cars,1:10,Motor City Art Classics,*,7322.0,101.7825520549365,169.25336774408825
10233,S700_1138,36,66.0,3,2004-03-29,2004-04-04,2004-04-02,Shipped,Customer requested special shippment. The instructions were passed along to the warehouse,328,Tekni Collectables Inc.,Brown,William,2015559350,7476 Moss Rd.,,Newark,NJ,94019,USA,1323.0,43000,*,Motorcycles,1:32,Highway 66 Mini Classics,*,15.0,32.70085631887025,79.81734721710464
10233,S700_2610,29,67.94,1,2004-03-29,2004-04-04,2004-04-02,Shipped,Customer requested special shippment. The instructions were passed along to the warehouse,328,Tekni Collectables Inc.,Brown,William,2015559350,7476 Moss Rd.,,Newark,NJ,94019,USA,1323.0,43000,,,,,,,,
10234,S10_4757,48,118.32,9,2004-03-30,2004-04-05,2004-04-02,Shipped,,412,"Extreme Desk Decorations, Ltd",McRoy,Sarah,04 499 9555,101 Lambton Quay,Level 11,Wellington,,,New Zealand,1612.0,86800,*,Trucks and Buses,1:10,Welly Diecast Productions,*,2855.0,103.05127751457846,213.39418037547185
10234,S18_1662,50,146.65,1,2004-03-30,2004-04-05,2004-04-02,Shipped,,412,"Extreme Desk Decorations, Ltd",McRoy,Sarah,04 499 9555,101 Lambton Quay,Level 11,Wellington,,,New Zealand,1612.0,86800,*,Vintage Cars,1:32,Autoart Studio Design,*,550.0,23.447387505088827,38.00587813983215
10234,S18_3029,48,84.3,7,2004-03-30,2004-04-05,2004-04-02,Shipped,,412,"Extreme Desk Decorations, Ltd",McRoy,Sarah,04 499 9555,101 Lambton Quay,Level 11,Wellington,,,New Zealand,1612.0,86800,*,Classic Cars,1:10,Min Lin Diecast,*,7867.0,103.3788833474543,212.07115285698
10234,S18_3856,39,85.75,6,2004-03-30,2004-04-05,2004-04-02,Shipped,,412,"Extreme Desk Decorations, Ltd",McRoy,Sarah,04 499 9555,101 Lambton Quay,Level 11,Wellington,,,New Zealand,1612.0,86800,*,Trucks and Buses,1:12,Welly Diecast Productions,*,2607.0,95.47850191458072,164.1133884490461
10234,S24_2841,44,67.14,2,2004-03-30,2004-04-05,2004-04-02,Shipped,,412,"Extreme Desk Decorations, Ltd",McRoy,Sarah,04 499 9555,101 Lambton Quay,Level 11,Wellington,,,New Zealand,1612.0,86800,*,Vintage Cars,1:18,Second Gear Diecast,*,3568.0,60.24125029504199,76.51211783886293
10234,S24_3420,25,65.09,3,2004-03-30,2004-04-05,2004-04-02,Shipped,,412,"Extreme Desk Decorations, Ltd",McRoy,Sarah,04 499 9555,101 Lambton Quay,Level 11,Wellington,,,New Zealand,1612.0,86800,*,Trucks and Buses,1:10,Motor City Art Classics,*,6618.0,103.022047100954,199.41867626902965
10234,S24_3816,31,78.83,8,2004-03-30,2004-04-05,2004-04-02,Shipped,,412,"Extreme Desk Decorations, Ltd",McRoy,Sarah,04 499 9555,101 Lambton Quay,Level 11,Wellington,,,New Zealand,1612.0,86800,*,Classic Cars,1:18,Min Lin Diecast,*,9576.0,102.45462953285136,211.3478432348179
10234,S700_2047,29,83.28,5,2004-03-30,2004-04-05,2004-04-02,Shipped,,412,"Extreme Desk Decorations, Ltd",McRoy,Sarah,04 499 9555,101 Lambton Quay,Level 11,Wellington,,,New Zealand,1612.0,86800,,,,,,,,
10234,S72_1253,40,45.69,4,2004-03-30,2004-04-05,2004-04-02,Shipped,,412,"Extreme Desk Decorations, Ltd",McRoy,Sarah,04 499 9555,101 Lambton Quay,Level 11,Wellington,,,New Zealand,1612.0,86800,,,,,,,,
10235,S18_2581,24,81.95,3,2004-04-02,2004-04-12,2004-04-06,Shipped,,260,"Royal Canadian Collectables, Ltd.",Lincoln,Elizabeth ,(604) 555-4555,23 Tsawassen Blvd.,,Tsawassen,BC,T2F 8M4,Canada,1323.0,89600,*,Vintage Cars,1:32,Highway 66 Mini Classics,*,26.0,27.16694400129285,44.36794071016261
10235,S24_1785,23,89.72,5,2004-04-02,2004-04-12,2004-04-06,Shipped,,260,"Royal Canadian Collectables, Ltd.",Lincoln,Elizabeth ,(604) 555-4555,23 Tsawassen Blvd.,,Tsawassen,BC,T2F 8M4,Canada,1323.0,89600,*,Trucks and Buses,1:18,Motor City Art Classics,*,6627.0,101.53780451040632,212.10430115281773
10235,S24_3949,33,55.27,12,2004-04-02,2004-04-12,2004-04-06,Shipped,,260,"Royal Canadian Collectables, Ltd.",Lincoln,Elizabeth ,(604) 555-4555,23 Tsawassen Blvd.,,Tsawassen,BC,T2F 8M4,Canada,1323.0,89600,*,Vintage Cars,1:24,Carousel DieCast Legends,*,1486.0,15.919722742584774,34.179131035183346
10235,S24_4278,40,63.03,4,2004-04-02,2004-04-12,2004-04-06,Shipped,,260,"Royal Canadian Collectables, Ltd.",Lincoln,Elizabeth ,(604) 555-4555,23 Tsawassen Blvd.,,Tsawassen,BC,T2F 8M4,Canada,1323.0,89600,*,Trucks and Buses,1:12,Welly Diecast Productions,*,740.0,101.0020790584118,189.3249032143667
10235,S32_1374,41,90.9,1,2004-04-02,2004-04-12,2004-04-06,Shipped,,260,"Royal Canadian Collectables, Ltd.",Lincoln,Elizabeth ,(604) 555-4555,23 Tsawassen Blvd.,,Tsawassen,BC,T2F 8M4,Canada,1323.0,89600,*,Classic Cars,1:18,Studio M Art Models,*,9359.0,20.82355274844421,42.79560362332779
10235,S32_4289,34,66.73,6,2004-04-02,2004-04-12,2004-04-06,Shipped,,260,"Royal Canadian Collectables, Ltd.",Lincoln,Elizabeth ,(604) 555-4555,23 Tsawassen Blvd.,,Tsawassen,BC,T2F 8M4,Canada,1323.0,89600,*,Classic Cars,1:18,Gearbox Collectibles,*,9437.0,77.9,149.0344687116821
10235,S50_1341,41,37.09,7,2004-04-02,2004-04-12,2004-04-06,Shipped,,260,"Royal Canadian Collectables, Ltd.",Lincoln,Elizabeth ,(604) 555-4555,23 Tsawassen Blvd.,,Tsawassen,BC,T2F 8M4,Canada,1323.0,89600,*,Trucks and Buses,1:32,Autoart Studio Design,*,482.0,61.43803904629468,94.57902763166648
10235,S700_1691,25,88.6,8,2004-04-02,2004-04-12,2004-04-06,Shipped,,260,"Royal Canadian Collectables, Ltd.",Lincoln,Elizabeth ,(604) 555-4555,23 Tsawassen Blvd.,,Tsawassen,BC,T2F 8M4,Canada,1323.0,89600,*,Classic Cars,1:18,Min Lin Diecast,*,9764.0,47.03637502775394,68.24552369300221
10235,S700_2466,38,92.74,10,2004-04-02,2004-04-12,2004-04-06,Shipped,,260,"Royal Canadian Collectables, Ltd.",Lincoln,Elizabeth ,(604) 555-4555,23 Tsawassen Blvd.,,Tsawassen,BC,T2F 8M4,Canada,1323.0,89600,,,,,,,,
10235,S700_2834,25,116.28,2,2004-04-02,2004-04-12,2004-04-06,Shipped,,260,"Royal Canadian Collectables, Ltd.",Lincoln,Elizabeth ,(604) 555-4555,23 Tsawassen Blvd.,,Tsawassen,BC,T2F 8M4,Canada,1323.0,89600,,,,,,,,
10235,S700_3167,32,73.6,9,2004-04-02,2004-04-12,2004-04-06,Shipped,,260,"Royal Canadian Collectables, Ltd.",Lincoln,Elizabeth ,(604) 555-4555,23 Tsawassen Blvd.,,Tsawassen,BC,T2F 8M4,Canada,1323.0,89600,,,,,,,,
10235,S700_4002,34,70.33,11,2004-04-02,2004-04-12,2004-04-06,Shipped,,260,"Royal Canadian Collectables, Ltd.",Lincoln,Elizabeth ,(604) 555-4555,23 Tsawassen Blvd.,,Tsawassen,BC,T2F 8M4,Canada,1323.0,89600,,,,,,,,
10236,S10_2016,22,105.86,1,2004-04-03,2004-04-11,2004-04-08,Shipped,,486,Motor Mint Distributors Inc.,Salazar,Rosa,2155559857,11328 Douglas Av.,,Philadelphia,PA,71270,USA,1323.0,72600,*,Vintage Cars,1:18,Studio M Art Models,*,7919.0,15.942893176776394,34.00734874868129
10236,S18_2625,23,52.7,2,2004-04-03,2004-04-11,2004-04-08,Shipped,,486,Motor Mint Distributors Inc.,Salazar,Rosa,2155559857,11328 Douglas Av.,,Philadelphia,PA,71270,USA,1323.0,72600,*,Vintage Cars,1:24,Carousel DieCast Legends,*,6638.0,15.92148036192097,33.62114460686405
10236,S24_2000,36,65.51,3,2004-04-03,2004-04-11,2004-04-08,Shipped,,486,Motor Mint Distributors Inc.,Salazar,Rosa,2155559857,11328 Douglas Av.,,Philadelphia,PA,71270,USA,1323.0,72600,*,Vintage Cars,1:18,Min Lin Diecast,*,9739.0,60.76413791326473,91.76911538638934
10237,S10_1678,23,91.87,7,2004-04-05,2004-04-12,2004-04-10,Shipped,,181,Vitachrome Inc.,Frick,Michael,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,1286.0,76400,*,Vintage Cars,1:50,Carousel DieCast Legends,*,6636.0,15.990103455534609,40.09642116141407
10237,S10_4698,39,158.8,9,2004-04-05,2004-04-12,2004-04-10,Shipped,,181,Vitachrome Inc.,Frick,Michael,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,1286.0,76400,*,Trucks and Buses,1:32,Welly Diecast Productions,*,24.0,32.59215045060954,55.370045274079686
10237,S12_2823,32,129.53,6,2004-04-05,2004-04-12,2004-04-10,Shipped,,181,Vitachrome Inc.,Frick,Michael,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,1286.0,76400,*,Classic Cars,1:18,Gearbox Collectibles,*,9769.0,95.42810526454146,191.12653282342603
10237,S18_3782,26,49.74,1,2004-04-05,2004-04-12,2004-04-10,Shipped,,181,Vitachrome Inc.,Frick,Michael,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,1286.0,76400,*,Classic Cars,1:18,Min Lin Diecast,*,9763.0,66.9296862153512,102.68290066552892
10237,S24_1578,20,109.32,8,2004-04-05,2004-04-12,2004-04-10,Shipped,,181,Vitachrome Inc.,Frick,Michael,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,1286.0,76400,*,Trucks and Buses,1:32,Autoart Studio Design,*,25.0,77.9,123.6233913267614
10237,S24_2360,26,62.33,4,2004-04-05,2004-04-12,2004-04-10,Shipped,,181,Vitachrome Inc.,Frick,Michael,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,1286.0,76400,*,Classic Cars,1:18,Motor City Art Classics,*,9133.0,103.00066937755342,211.38111948927
10237,S32_2206,26,35.0,2,2004-04-05,2004-04-12,2004-04-10,Shipped,,181,Vitachrome Inc.,Frick,Michael,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,1286.0,76400,*,Trucks and Buses,1:32,Welly Diecast Productions,*,1897.0,33.232069456659175,53.94845643343693
10237,S32_4485,27,94.91,5,2004-04-05,2004-04-12,2004-04-10,Shipped,,181,Vitachrome Inc.,Frick,Michael,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,1286.0,76400,*,Vintage Cars,1:18,Min Lin Diecast,*,7968.0,52.20275716464802,69.00231279996977
10237,S50_4713,20,78.92,3,2004-04-05,2004-04-12,2004-04-10,Shipped,,181,Vitachrome Inc.,Frick,Michael,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,1286.0,76400,*,Classic Cars,1:10,Motor City Art Classics,*,6867.0,103.28391063597878,208.8998088094502
10238,S12_1099,28,161.49,3,2004-04-09,2004-04-16,2004-04-10,Shipped,,145,Danish Wholesale Imports,Petersen,Jytte ,31 12 3555,Vinbæltet 34,,Kobenhavn,,1734,Denmark,1401.0,83400,*,Trucks and Buses,1:12,Red Start Diecast,*,171.0,101.83273906318328,209.45678331472223
10238,S12_3380,29,104.52,1,2004-04-09,2004-04-16,2004-04-10,Shipped,,145,Danish Wholesale Imports,Petersen,Jytte ,31 12 3555,Vinbæltet 34,,Kobenhavn,,1734,Denmark,1401.0,83400,*,Trucks and Buses,1:32,Welly Diecast Productions,*,40.0,66.64467294805083,118.1725803028773
10238,S12_3990,20,73.42,4,2004-04-09,2004-04-16,2004-04-10,Shipped,,145,Danish Wholesale Imports,Petersen,Jytte ,31 12 3555,Vinbæltet 34,,Kobenhavn,,1734,Denmark,1401.0,83400,*,Classic Cars,1:18,Min Lin Diecast,*,9765.0,94.339098005355,189.47369316959387
10238,S18_3278,41,68.35,6,2004-04-09,2004-04-16,2004-04-10,Shipped,,145,Danish Wholesale Imports,Petersen,Jytte ,31 12 3555,Vinbæltet 34,,Kobenhavn,,1734,Denmark,1401.0,83400,*,Vintage Cars,1:50,Studio M Art Models,*,7693.0,16.20675014856498,33.69227691995543
10238,S18_3482,49,144.05,5,2004-04-09,2004-04-16,2004-04-10,Shipped,,145,Danish Wholesale Imports,Petersen,Jytte ,31 12 3555,Vinbæltet 34,,Kobenhavn,,1734,Denmark,1401.0,83400,*,Vintage Cars,1:24,Carousel DieCast Legends,*,6971.0,15.932137155876465,33.35924691612384
10238,S18_4721,44,120.53,8,2004-04-09,2004-04-16,2004-04-10,Shipped,,145,Danish Wholesale Imports,Petersen,Jytte ,31 12 3555,Vinbæltet 34,,Kobenhavn,,1734,Denmark,1401.0,83400,*,Trucks and Buses,1:12,Red Start Diecast,*,129.0,98.56237976626088,195.64172117068023
10238,S24_3371,47,53.88,2,2004-04-09,2004-04-16,2004-04-10,Shipped,,145,Danish Wholesale Imports,Petersen,Jytte ,31 12 3555,Vinbæltet 34,,Kobenhavn,,1734,Denmark,1401.0,83400,*,Vintage Cars,1:50,Welly Diecast Productions,*,7327.0,23.14956606203029,35.212490867685986
10238,S24_4620,22,67.91,7,2004-04-09,2004-04-16,2004-04-10,Shipped,,145,Danish Wholesale Imports,Petersen,Jytte ,31 12 3555,Vinbæltet 34,,Kobenhavn,,1734,Denmark,1401.0,83400,*,Vintage Cars,1:32,Studio M Art Models,*,78.0,38.65365839183748,54.35900483264888
10239,S12_4675,21,100.19,5,2004-04-12,2004-04-21,2004-04-17,Shipped,,311,"Oulu Toy Supplies, Inc.",Koskitalo,Pirkko,981-443655,Torikatu 38,,Oulu,,90110,Finland,1501.0,90500,*,Trucks and Buses,1:18,Autoart Studio Design,*,167.0,66.8751659417571,123.12211027958806
10239,S18_1889,46,70.07,4,2004-04-12,2004-04-21,2004-04-17,Shipped,,311,"Oulu Toy Supplies, Inc.",Koskitalo,Pirkko,981-443655,Torikatu 38,,Oulu,,90110,Finland,1501.0,90500,*,Classic Cars,1:18,Min Lin Diecast,*,6698.0,93.8860443489526,143.49848019318546
10239,S18_3232,47,135.47,1,2004-04-12,2004-04-21,2004-04-17,Shipped,,311,"Oulu Toy Supplies, Inc.",Koskitalo,Pirkko,981-443655,Torikatu 38,,Oulu,,90110,Finland,1501.0,90500,*,Trucks and Buses,1:32,Welly Diecast Productions,*,4101.0,49.36988239212934,62.67888722685704
10239,S24_2972,20,32.47,2,2004-04-12,2004-04-21,2004-04-17,Shipped,,311,"Oulu Toy Supplies, Inc.",Koskitalo,Pirkko,981-443655,Torikatu 38,,Oulu,,90110,Finland,1501.0,90500,*,Trucks and Buses,1:18,Exoto Designs,*,5564.0,93.33151357764004,155.97788291935495
10239,S24_3856,29,133.41,3,2004-04-12,2004-04-21,2004-04-17,Shipped,,311,"Oulu Toy Supplies, Inc.",Koskitalo,Pirkko,981-443655,Torikatu 38,,Oulu,,90110,Finland,1501.0,90500,*,Trucks and Buses,1:18,Studio M Art Models,*,3962.0,37.24783454243264,72.32605311358819
10240,S18_1129,41,125.97,3,2004-04-13,2004-04-20,2004-04-20,Shipped,,177,Osaka Souveniers Co.,Kentary,Mory,+81 06 6342 5555,1-6-20 Dojima,,Kita-ku,Osaka, 530-0003,Japan,1621.0,81200,*,Vintage Cars,1:24,Carousel DieCast Legends,*,3459.0,15.911192079240765,34.46389178226829
10240,S18_1984,37,136.56,2,2004-04-13,2004-04-20,2004-04-20,Shipped,,177,Osaka Souveniers Co.,Kentary,Mory,+81 06 6342 5555,1-6-20 Dojima,,Kita-ku,Osaka, 530-0003,Japan,1621.0,81200,*,Classic Cars,1:18,Min Lin Diecast,*,9767.0,65.70933780070725,102.40019198427248
10240,S18_3685,37,134.22,1,2004-04-13,2004-04-20,2004-04-20,Shipped,,177,Osaka Souveniers Co.,Kentary,Mory,+81 06 6342 5555,1-6-20 Dojima,,Kita-ku,Osaka, 530-0003,Japan,1621.0,81200,*,Vintage Cars,1:32,Autoart Studio Design,*,549.0,19.786338382417192,38.765260190796326
10241,S18_1589,21,119.46,11,2004-04-13,2004-04-20,2004-04-19,Shipped,,209,Mini Caravy,Citeaux,Frédérique ,88.60.1555,"24, place Kléber",,Strasbourg,,67000,France,1370.0,53800,*,Vintage Cars,1:32,Autoart Studio Design,*,51.0,20.347653003174248,39.23432772600313
10241,S18_1749,41,153.0,2,2004-04-13,2004-04-20,2004-04-19,Shipped,,209,Mini Caravy,Citeaux,Frédérique ,88.60.1555,"24, place Kléber",,Strasbourg,,67000,France,1370.0,53800,*,Classic Cars,1:10,Welly Diecast Productions,*,4823.0,103.12581670121963,213.0980616935049
10241,S18_2248,33,55.7,1,2004-04-13,2004-04-20,2004-04-19,Shipped,,209,Mini Caravy,Citeaux,Frédérique ,88.60.1555,"24, place Kléber",,Strasbourg,,67000,France,1370.0,53800,*,Vintage Cars,1:24,Red Start Diecast,*,2728.0,15.949021017211548,33.80249745647323
10241,S18_2870,44,126.72,12,2004-04-13,2004-04-20,2004-04-19,Shipped,,209,Mini Caravy,Citeaux,Frédérique ,88.60.1555,"24, place Kléber",,Strasbourg,,67000,France,1370.0,53800,*,Trucks and Buses,1:12,Welly Diecast Productions,*,35.0,95.89726108324484,201.35169417571103
10241,S18_4409,42,77.31,3,2004-04-13,2004-04-20,2004-04-19,Shipped,,209,Mini Caravy,Citeaux,Frédérique ,88.60.1555,"24, place Kléber",,Strasbourg,,67000,France,1370.0,53800,*,Vintage Cars,1:32,Studio M Art Models,*,2685.0,21.88274530212572,43.65925243766007
10241,S18_4933,30,62.72,4,2004-04-13,2004-04-20,2004-04-19,Shipped,,209,Mini Caravy,Citeaux,Frédérique ,88.60.1555,"24, place Kléber",,Strasbourg,,67000,France,1370.0,53800,*,Trucks and Buses,1:12,Red Start Diecast,*,135.0,96.16290266561354,168.62539362803554
10241,S24_1046,22,72.02,8,2004-04-13,2004-04-20,2004-04-19,Shipped,,209,Mini Caravy,Citeaux,Frédérique ,88.60.1555,"24, place Kléber",,Strasbourg,,67000,France,1370.0,53800,*,Vintage Cars,1:18,Exoto Designs,*,9126.0,51.33120378470996,84.01866750378883
10241,S24_1628,21,47.29,10,2004-04-13,2004-04-20,2004-04-19,Shipped,,209,Mini Caravy,Citeaux,Frédérique ,88.60.1555,"24, place Kléber",,Strasbourg,,67000,France,1370.0,53800,*,Vintage Cars,1:32,Red Start Diecast,*,8644.0,21.11227895187316,36.71636117458108
10241,S24_2766,47,89.05,6,2004-04-13,2004-04-20,2004-04-19,Shipped,,209,Mini Caravy,Citeaux,Frédérique ,88.60.1555,"24, place Kléber",,Strasbourg,,67000,France,1370.0,53800,*,Classic Cars,1:18,Min Lin Diecast,*,9771.0,90.94319837620289,142.3210022072687
10241,S24_2887,28,117.44,5,2004-04-13,2004-04-20,2004-04-19,Shipped,,209,Mini Caravy,Citeaux,Frédérique ,88.60.1555,"24, place Kléber",,Strasbourg,,67000,France,1370.0,53800,*,Trucks and Buses,1:32,Highway 66 Mini Classics,*,25.0,59.38514794405416,71.77034777362675
10241,S24_3191,26,69.34,7,2004-04-13,2004-04-20,2004-04-19,Shipped,,209,Mini Caravy,Citeaux,Frédérique ,88.60.1555,"24, place Kléber",,Strasbourg,,67000,France,1370.0,53800,*,Vintage Cars,1:32,Autoart Studio Design,*,542.0,22.16798995339853,48.98457794291901
10241,S24_3432,27,107.08,9,2004-04-13,2004-04-20,2004-04-19,Shipped,,209,Mini Caravy,Citeaux,Frédérique ,88.60.1555,"24, place Kléber",,Strasbourg,,67000,France,1370.0,53800,*,Trucks and Buses,1:32,Autoart Studio Design,*,41.0,34.1899140961159,75.9545998716286
10242,S24_3969,46,36.52,1,2004-04-20,2004-04-28,2004-04-25,Shipped,Customer is interested in buying more Ferrari models,456,Microscale Inc.,Choi,Yu,2125551957,5290 North Pendale Street,Suite 200,NYC,NY,10022,USA,1286.0,39800,*,Vintage Cars,1:32,Autoart Studio Design,*,550.0,16.061204787180085,35.11803833118871
10243,S18_2325,47,111.87,2,2004-04-26,2004-05-03,2004-04-28,Shipped,,495,Diecast Collectables,Franco,Valarie,6175552555,6251 Ingle Ln.,,Boston,MA,51003,USA,1188.0,85100,*,Trucks and Buses,1:32,Autoart Studio Design,*,24.0,25.660152044575508,46.42763905069218
10243,S24_1937,33,30.87,1,2004-04-26,2004-05-03,2004-04-28,Shipped,,495,Diecast Collectables,Franco,Valarie,6175552555,6251 Ingle Ln.,,Boston,MA,51003,USA,1188.0,85100,*,Vintage Cars,1:32,Carousel DieCast Legends,*,8685.0,16.062972036450535,34.6252446184046
10244,S18_1342,40,99.66,7,2004-04-29,2004-05-09,2004-05-04,Shipped,,141,Euro+ Shopping Channel,Freyre,Diego ,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,1370.0,227600,*,Vintage Cars,1:50,Motor City Art Classics,*,3135.0,48.032797129354,58.55153747182122
10244,S18_1367,20,48.52,6,2004-04-29,2004-05-09,2004-05-04,Shipped,,141,Euro+ Shopping Channel,Freyre,Diego ,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,1370.0,227600,*,Classic Cars,1:18,Min Lin Diecast,*,9771.0,73.03471596341834,121.43946177837827
10244,S18_2795,43,141.75,8,2004-04-29,2004-05-09,2004-05-04,Shipped,,141,Euro+ Shopping Channel,Freyre,Diego ,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,1370.0,227600,*,Vintage Cars,1:24,Carousel DieCast Legends,*,1457.0,15.927158743171796,33.86853996581413
10244,S18_2949,30,87.13,1,2004-04-29,2004-05-09,2004-05-04,Shipped,,141,Euro+ Shopping Channel,Freyre,Diego ,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,1370.0,227600,*,Trucks and Buses,1:18,Red Start Diecast,*,6797.0,69.81069569999387,147.0231872854045
10244,S18_2957,24,54.96,3,2004-04-29,2004-05-09,2004-05-04,Shipped,,141,Euro+ Shopping Channel,Freyre,Diego ,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,1370.0,227600,*,Classic Cars,1:18,Min Lin Diecast,*,9771.0,77.9,124.4705436561708
